Date,Close
1/21/2015 16:00:00,20.44
1/22/2015 16:00:00,20.76
1/23/2015 16:00:00,20.94
1/26/2015 16:00:00,21.01
1/27/2015 16:00:00,20.72
1/28/2015 16:00:00,20.45
1/29/2015 16:00:00,20.55
1/30/2015 16:00:00,20.47
2/2/2015 16:00:00,20.34
2/3/2015 16:00:00,20.73
2/4/2015 16:00:00,20.98
2/5/2015 16:00:00,21.33
2/6/2015 16:00:00,21.47
2/9/2015 16:00:00,21.12
2/10/2015 16:00:00,21.3
2/11/2015 16:00:00,21.46
2/12/2015 16:00:00,21.62
2/13/2015 16:00:00,21.83
2/17/2015 16:00:00,21.9
2/18/2015 16:00:00,21.98
2/19/2015 16:00:00,22.22
2/20/2015 16:00:00,22.37
2/23/2015 16:00:00,22.26
2/24/2015 16:00:00,22.14
2/25/2015 16:00:00,22.24
2/26/2015 16:00:00,22.37
2/27/2015 16:00:00,22.16
3/2/2015 16:00:00,22.41
3/3/2015 16:00:00,22.14
3/4/2015 16:00:00,22
3/5/2015 16:00:00,22.01
3/6/2015 16:00:00,21.82
3/9/2015 16:00:00,21.65
3/10/2015 16:00:00,21.38
3/11/2015 16:00:00,21.5
3/12/2015 16:00:00,21.65
3/13/2015 16:00:00,21.54
3/16/2015 16:00:00,21.69
3/17/2015 16:00:00,21.64
3/18/2015 16:00:00,21.74
3/19/2015 16:00:00,21.99
3/20/2015 16:00:00,22.34
3/23/2015 16:00:00,22.36
3/24/2015 16:00:00,22.29
3/25/2015 16:00:00,21.69
3/26/2015 16:00:00,21.71
3/27/2015 16:00:00,21.86
3/30/2015 16:00:00,22
3/31/2015 16:00:00,22.01
4/1/2015 16:00:00,21.63
4/2/2015 16:00:00,21.68
4/6/2015 16:00:00,22.1
4/7/2015 16:00:00,22.09
4/8/2015 16:00:00,22.37
4/9/2015 16:00:00,22.42
4/10/2015 16:00:00,22.55
4/13/2015 16:00:00,22.67
4/14/2015 16:00:00,22.33
4/15/2015 16:00:00,22.51
4/16/2015 16:00:00,22.88
4/17/2015 16:00:00,22.37
4/20/2015 16:00:00,22.67
4/21/2015 16:00:00,22.8
4/22/2015 16:00:00,22.92
4/23/2015 16:00:00,23.15
4/24/2015 16:00:00,23.14
4/27/2015 16:00:00,23.2
4/28/2015 16:00:00,23.14
4/29/2015 16:00:00,23
4/30/2015 16:00:00,22.44
5/1/2015 16:00:00,22.39
5/4/2015 16:00:00,22.47
5/5/2015 16:00:00,22.1
5/6/2015 16:00:00,22.13
5/7/2015 16:00:00,22.38
5/8/2015 16:00:00,22.59
5/11/2015 16:00:00,22.61
5/12/2015 16:00:00,22.24
5/13/2015 16:00:00,22.63
5/14/2015 16:00:00,22.74
5/15/2015 16:00:00,22.95
5/18/2015 16:00:00,23.04
5/19/2015 16:00:00,23.1
5/20/2015 16:00:00,23.07
5/21/2015 16:00:00,23.3
5/22/2015 16:00:00,23.36
5/26/2015 16:00:00,23.16
5/27/2015 16:00:00,23.41
5/28/2015 16:00:00,23.46
5/29/2015 16:00:00,23.13
6/1/2015 16:00:00,23.25
6/2/2015 16:00:00,23.19
6/3/2015 16:00:00,23.37
6/4/2015 16:00:00,23.11
6/5/2015 16:00:00,23.43
6/8/2015 16:00:00,23.23
6/9/2015 16:00:00,23.15
6/10/2015 16:00:00,23.51
6/11/2015 16:00:00,23.5
6/12/2015 16:00:00,23.38
6/15/2015 16:00:00,23.3
6/16/2015 16:00:00,23.46
6/17/2015 16:00:00,23.51
6/18/2015 16:00:00,23.89
6/19/2015 16:00:00,23.83
6/22/2015 16:00:00,24.04
6/23/2015 16:00:00,23.91
6/24/2015 16:00:00,23.58
6/25/2015 16:00:00,23.68
6/26/2015 16:00:00,23.34
6/29/2015 16:00:00,22.77
6/30/2015 16:00:00,23.06
7/1/2015 16:00:00,23.02
7/2/2015 16:00:00,22.96
7/6/2015 16:00:00,22.81
7/7/2015 16:00:00,22.82
7/8/2015 16:00:00,22.45
7/9/2015 16:00:00,22.71
7/10/2015 16:00:00,23.04
7/13/2015 16:00:00,23.22
7/14/2015 16:00:00,23.47
7/15/2015 16:00:00,23.23
7/16/2015 16:00:00,23.7
7/17/2015 16:00:00,23.85
7/20/2015 16:00:00,23.91
7/21/2015 16:00:00,23.88
7/22/2015 16:00:00,23.75
7/23/2015 16:00:00,23.97
7/24/2015 16:00:00,23.98
7/27/2015 16:00:00,23.59
7/28/2015 16:00:00,23.88
7/29/2015 16:00:00,23.85
7/30/2015 16:00:00,23.9
7/31/2015 16:00:00,23.73
8/3/2015 16:00:00,23.31
8/4/2015 16:00:00,23.47
8/5/2015 16:00:00,23.62
8/6/2015 16:00:00,23.3
8/7/2015 16:00:00,23.37
8/10/2015 16:00:00,23.9
8/11/2015 16:00:00,23.51
8/12/2015 16:00:00,23
8/13/2015 16:00:00,23.6
8/14/2015 16:00:00,23.4
8/17/2015 16:00:00,23.64
8/18/2015 16:00:00,23.44
8/19/2015 16:00:00,23.25
8/20/2015 16:00:00,22.33
8/21/2015 16:00:00,21.62
8/24/2015 16:00:00,21
8/25/2015 16:00:00,21
8/26/2015 16:00:00,21.3
8/27/2015 16:00:00,22.26
8/28/2015 16:00:00,22.3
8/31/2015 16:00:00,21.92
9/1/2015 16:00:00,21.33
9/2/2015 16:00:00,21.31
9/3/2015 16:00:00,21.65
9/4/2015 16:00:00,21.36
9/8/2015 16:00:00,22
9/9/2015 16:00:00,21.95
9/10/2015 16:00:00,21.88
9/14/2015 16:00:00,21.91
9/15/2015 16:00:00,22.14
9/16/2015 16:00:00,22.29
9/17/2015 16:00:00,22.57
9/18/2015 16:00:00,22.39
9/21/2015 16:00:00,22.3
9/22/2015 16:00:00,21.88
9/23/2015 16:00:00,21.89
9/24/2015 16:00:00,21.64
9/25/2015 16:00:00,21.56
9/28/2015 16:00:00,21.02
9/29/2015 16:00:00,20.86
9/30/2015 16:00:00,21.28
10/1/2015 16:00:00,21.13
10/2/2015 16:00:00,21.63
10/5/2015 16:00:00,22.01
10/6/2015 16:00:00,21.79
10/7/2015 16:00:00,21.7
10/8/2015 16:00:00,21.75
10/9/2015 16:00:00,22.2
10/12/2015 16:00:00,22.09
10/13/2015 16:00:00,21.94
10/14/2015 16:00:00,21.84
10/15/2015 16:00:00,21.8
10/16/2015 16:00:00,22.27
10/19/2015 16:00:00,22.33
10/20/2015 16:00:00,22.16
10/21/2015 16:00:00,21.95
10/22/2015 16:00:00,22.01
10/23/2015 16:00:00,22.6
10/26/2015 16:00:00,22.72
10/27/2015 16:00:00,22.46
10/28/2015 16:00:00,22.7
10/29/2015 16:00:00,22.5
10/30/2015 16:00:00,22.92
11/2/2015 16:00:00,23.03
11/3/2015 16:00:00,23.48
11/4/2015 16:00:00,23.69
11/5/2015 16:00:00,23.42
11/6/2015 16:00:00,23.75
11/9/2015 16:00:00,23.45
11/10/2015 16:00:00,23.23
11/11/2015 16:00:00,23.44
11/12/2015 16:00:00,23.03
11/13/2015 16:00:00,22.6
11/16/2015 16:00:00,22.69
11/17/2015 16:00:00,22.82
11/18/2015 16:00:00,23.18
11/19/2015 16:00:00,23.56
11/20/2015 16:00:00,23.6
11/23/2015 16:00:00,23.59
11/24/2015 16:00:00,23.69
11/25/2015 16:00:00,23.9
11/27/2015 16:00:00,23.87
11/30/2015 16:00:00,23.93
12/1/2015 16:00:00,24.16
12/2/2015 16:00:00,24.2
12/3/2015 16:00:00,23.73
12/4/2015 16:00:00,24
12/7/2015 16:00:00,23.76
12/8/2015 16:00:00,24
12/9/2015 16:00:00,24.02
12/10/2015 16:00:00,23.87
12/11/2015 16:00:00,23.24
12/14/2015 16:00:00,23.09
12/15/2015 16:00:00,23.53
12/16/2015 16:00:00,23.5
12/17/2015 16:00:00,23.58
12/18/2015 16:00:00,23.38
12/21/2015 16:00:00,23.38
12/22/2015 16:00:00,23.52
12/23/2015 16:00:00,23.71
12/24/2015 16:00:00,23.29
12/28/2015 16:00:00,23.11
12/29/2015 16:00:00,23.55
12/30/2015 16:00:00,23.41
12/31/2015 16:00:00,23.17
1/4/2016 16:00:00,22.43
1/5/2016 16:00:00,22.58
1/6/2016 16:00:00,22.32
1/7/2016 16:00:00,21.48
1/8/2016 16:00:00,21.26
1/11/2016 16:00:00,20.78
1/12/2016 16:00:00,20.78
1/13/2016 16:00:00,20.9
1/14/2016 16:00:00,20.5
1/15/2016 16:00:00,19.72
1/19/2016 16:00:00,19.06
1/20/2016 16:00:00,18.49
1/21/2016 16:00:00,19.5
1/22/2016 16:00:00,19.72
1/25/2016 16:00:00,19.65
1/26/2016 16:00:00,19.32
1/27/2016 16:00:00,18.78
1/28/2016 16:00:00,18.64
1/29/2016 16:00:00,19
2/1/2016 16:00:00,19.48
2/2/2016 16:00:00,18.87
2/3/2016 16:00:00,18.64
2/4/2016 16:00:00,18.84
2/5/2016 16:00:00,17.16
2/8/2016 16:00:00,16.18
2/9/2016 16:00:00,16.37
2/10/2016 16:00:00,16.65
2/11/2016 16:00:00,16.58
2/12/2016 16:00:00,16.78
2/16/2016 16:00:00,17.34
2/17/2016 16:00:00,18.04
2/18/2016 16:00:00,17.99
2/19/2016 16:00:00,17.95
2/22/2016 16:00:00,18.42
2/23/2016 16:00:00,18.19
2/24/2016 16:00:00,18.37
2/25/2016 16:00:00,18.36
2/26/2016 16:00:00,18.99
2/29/2016 16:00:00,19.29
3/1/2016 16:00:00,19.56
3/2/2016 16:00:00,19.67
3/3/2016 16:00:00,19.64
3/4/2016 16:00:00,19.98
3/7/2016 16:00:00,19.67
3/8/2016 16:00:00,19.66
3/9/2016 16:00:00,19.61
3/10/2016 16:00:00,19.49
3/11/2016 16:00:00,19.81
3/14/2016 16:00:00,19.95
3/15/2016 16:00:00,19.81
3/16/2016 16:00:00,19.95
3/17/2016 16:00:00,20.01
3/18/2016 16:00:00,20.3
3/21/2016 16:00:00,20.25
3/22/2016 16:00:00,20.42
3/23/2016 16:00:00,20.22
3/24/2016 16:00:00,20
3/28/2016 16:00:00,20
3/29/2016 16:00:00,20.52
3/30/2016 16:00:00,20.59
3/31/2016 16:00:00,20.69
4/1/2016 16:00:00,20.76
4/4/2016 16:00:00,20.81
4/5/2016 16:00:00,20.53
4/6/2016 16:00:00,20.76
4/7/2016 16:00:00,20.76
4/8/2016 16:00:00,20.73
4/11/2016 16:00:00,20.55
4/12/2016 16:00:00,20.55
4/13/2016 16:00:00,21.1
4/14/2016 16:00:00,21.23
4/15/2016 16:00:00,21.08
4/18/2016 16:00:00,21.16
4/19/2016 16:00:00,21
4/20/2016 16:00:00,21.11
4/21/2016 16:00:00,21.25
4/22/2016 16:00:00,21.3
4/25/2016 16:00:00,21.18
4/26/2016 16:00:00,21.13
4/27/2016 16:00:00,21.07
4/28/2016 16:00:00,21.05
4/29/2016 16:00:00,20.74
5/2/2016 16:00:00,20.95
5/3/2016 16:00:00,20.75
5/4/2016 16:00:00,20.43
5/5/2016 16:00:00,20.35
5/6/2016 16:00:00,20.38
5/9/2016 16:00:00,20.41
5/10/2016 16:00:00,20.57
5/11/2016 16:00:00,20.6
5/12/2016 16:00:00,20.25
5/13/2016 16:00:00,20.36
5/16/2016 16:00:00,20.66
5/17/2016 16:00:00,20.5
5/18/2016 16:00:00,20.76
5/19/2016 16:00:00,20.5
5/20/2016 16:00:00,20.85
5/23/2016 16:00:00,21.07
5/24/2016 16:00:00,21.45
5/25/2016 16:00:00,21.45
5/26/2016 16:00:00,21.5
5/27/2016 16:00:00,21.68
5/31/2016 16:00:00,21.95
6/1/2016 16:00:00,22.01
6/2/2016 16:00:00,22.02
6/3/2016 16:00:00,22.02
6/6/2016 16:00:00,22.2
6/7/2016 16:00:00,22.47
6/8/2016 16:00:00,22.37
6/9/2016 16:00:00,22.32
6/10/2016 16:00:00,21.68
6/13/2016 16:00:00,22.35
6/14/2016 16:00:00,22.08
6/15/2016 16:00:00,22.45
6/16/2016 16:00:00,22.5
6/17/2016 16:00:00,22.38
6/20/2016 16:00:00,22.71
6/21/2016 16:00:00,22.47
6/22/2016 16:00:00,22.35
6/23/2016 16:00:00,22.53
6/24/2016 16:00:00,21.94
6/27/2016 16:00:00,20.91
6/28/2016 16:00:00,21.49
6/29/2016 16:00:00,22.24
6/30/2016 16:00:00,22.34
7/1/2016 16:00:00,22.53
7/5/2016 16:00:00,22.23
7/6/2016 16:00:00,22.28
7/7/2016 16:00:00,22.48
7/8/2016 16:00:00,22.92
7/11/2016 16:00:00,23.28
7/12/2016 16:00:00,23.44
7/13/2016 16:00:00,23.39
7/14/2016 16:00:00,23.53
7/15/2016 16:00:00,23.44
7/18/2016 16:00:00,24.05
7/19/2016 16:00:00,23.58
7/21/2016 16:00:00,23.73
7/22/2016 16:00:00,23.66
7/25/2016 16:00:00,23.82
7/26/2016 16:00:00,24.01
7/27/2016 16:00:00,23.85
7/28/2016 16:00:00,24.12
7/29/2016 16:00:00,24.08
8/1/2016 16:00:00,24.25
8/2/2016 16:00:00,23.9
8/3/2016 16:00:00,24.03
8/4/2016 16:00:00,24.37
8/5/2016 16:00:00,24.23
8/8/2016 16:00:00,24.37
8/9/2016 16:00:00,24.47
8/10/2016 16:00:00,24.38
8/11/2016 16:00:00,24.67
8/12/2016 16:00:00,24.78
8/15/2016 16:00:00,24.96
8/16/2016 16:00:00,24.84
8/17/2016 16:00:00,24.61
8/18/2016 16:00:00,24.66
8/19/2016 16:00:00,24.57
8/22/2016 16:00:00,24.51
8/23/2016 16:00:00,24.73
8/24/2016 16:00:00,24.47
8/25/2016 16:00:00,24.48
8/26/2016 16:00:00,24.34
8/29/2016 16:00:00,24.52
8/30/2016 16:00:00,24.41
8/31/2016 16:00:00,24.38
9/1/2016 16:00:00,24.41
9/2/2016 16:00:00,24.54
9/6/2016 16:00:00,24.77
9/7/2016 16:00:00,24.87
9/8/2016 16:00:00,24.85
9/9/2016 16:00:00,24.62
9/13/2016 16:00:00,23.99
9/14/2016 16:00:00,24.07
9/15/2016 16:00:00,24.49
9/16/2016 16:00:00,24.6
9/19/2016 16:00:00,24.59
9/20/2016 16:00:00,24.54
9/21/2016 16:00:00,24.69
9/22/2016 16:00:00,25.17
9/23/2016 16:00:00,25.21
9/26/2016 16:00:00,25.03
9/27/2016 16:00:00,25.37
9/28/2016 16:00:00,25.56
9/29/2016 16:00:00,25.5
9/30/2016 16:00:00,25.64
10/3/2016 16:00:00,25.78
10/4/2016 16:00:00,25.64
10/5/2016 16:00:00,25.71
10/6/2016 16:00:00,25.5
10/7/2016 16:00:00,25.32
10/10/2016 16:00:00,25.56
10/11/2016 16:00:00,25.01
10/12/2016 16:00:00,24.94
10/13/2016 16:00:00,24.67
10/14/2016 16:00:00,24.54
10/17/2016 16:00:00,24.32
10/18/2016 16:00:00,24.82
10/19/2016 16:00:00,24.88
10/20/2016 16:00:00,24.92
10/21/2016 16:00:00,24.96
10/24/2016 16:00:00,25.25
10/25/2016 16:00:00,24.98
10/26/2016 16:00:00,24.93
10/27/2016 16:00:00,24.8
10/28/2016 16:00:00,24.7
10/31/2016 16:00:00,24.72
11/1/2016 16:00:00,24.38
11/2/2016 16:00:00,24.12
11/3/2016 16:00:00,23.85
11/4/2016 16:00:00,24.22
11/7/2016 16:00:00,24.72
11/8/2016 16:00:00,24.74
11/9/2016 16:00:00,24.58
11/10/2016 16:00:00,24.79
11/11/2016 16:00:00,25.06
11/14/2016 16:00:00,24.99
11/15/2016 16:00:00,25.3
11/16/2016 16:00:00,25.46
11/17/2016 16:00:00,25.82
11/18/2016 16:00:00,25.66
11/21/2016 16:00:00,25.79
11/22/2016 16:00:00,25.91
11/23/2016 16:00:00,25.77
11/28/2016 16:00:00,25.67
11/29/2016 16:00:00,25.5
11/30/2016 16:00:00,25.32
12/1/2016 16:00:00,25.18
12/2/2016 16:00:00,24.48
12/5/2016 16:00:00,24.98
12/6/2016 16:00:00,24.99
12/7/2016 16:00:00,25.12
12/8/2016 16:00:00,25.41
12/9/2016 16:00:00,25.32
12/12/2016 16:00:00,25.03
12/13/2016 16:00:00,25.36
12/14/2016 16:00:00,25.33
12/15/2016 16:00:00,25.55
12/16/2016 16:00:00,25.62
12/19/2016 16:00:00,25.52
12/20/2016 16:00:00,25.68
12/21/2016 16:00:00,25.61
12/22/2016 16:00:00,25.13
12/23/2016 16:00:00,25.16
12/27/2016 16:00:00,25.61
12/28/2016 16:00:00,25.37
12/29/2016 16:00:00,25.11
12/30/2016 16:00:00,25.09
1/3/2017 16:00:00,25.42
1/4/2017 16:00:00,26.17
1/5/2017 16:00:00,26.35
1/6/2017 16:00:00,26.57
1/9/2017 16:00:00,26.72
1/10/2017 16:00:00,26.95
1/11/2017 16:00:00,26.99
1/12/2017 16:00:00,26.93
1/13/2017 16:00:00,27.08
1/17/2017 16:00:00,26.84
1/18/2017 16:00:00,26.85
1/19/2017 16:00:00,27.01
1/20/2017 16:00:00,27
1/23/2017 16:00:00,27.01
1/24/2017 16:00:00,27.4
1/25/2017 16:00:00,27.67
1/26/2017 16:00:00,27.71
1/27/2017 16:00:00,27.7
1/30/2017 16:00:00,27.52
1/31/2017 16:00:00,27.59
2/1/2017 16:00:00,27.63
2/2/2017 16:00:00,27.57
2/3/2017 16:00:00,27.6
2/6/2017 16:00:00,27.59
2/7/2017 16:00:00,27.7
2/8/2017 16:00:00,27.89
2/9/2017 16:00:00,28.15
2/10/2017 16:00:00,28.25
2/13/2017 16:00:00,28.31
2/14/2017 16:00:00,28.31
2/15/2017 16:00:00,28.49
2/16/2017 16:00:00,28.31
2/17/2017 16:00:00,28.37
2/21/2017 16:00:00,28.67
2/22/2017 16:00:00,28.66
2/23/2017 16:00:00,28.52
2/24/2017 16:00:00,28.41
2/27/2017 16:00:00,28.48
2/28/2017 16:00:00,28.25
3/1/2017 16:00:00,28.52
3/2/2017 16:00:00,28.33
3/3/2017 16:00:00,28.27
3/6/2017 16:00:00,28.36
3/7/2017 16:00:00,28.19
3/8/2017 16:00:00,28.16
3/9/2017 16:00:00,28.17
3/10/2017 16:00:00,28.4
3/13/2017 16:00:00,28.59
3/14/2017 16:00:00,28.49
3/15/2017 16:00:00,28.71
3/16/2017 16:00:00,28.87
3/17/2017 16:00:00,28.84
3/20/2017 16:00:00,28.84
3/21/2017 16:00:00,28.14
3/22/2017 16:00:00,28.05
3/23/2017 16:00:00,28.21
3/24/2017 16:00:00,28.23
3/27/2017 16:00:00,28.39
3/28/2017 16:00:00,28.58
3/29/2017 16:00:00,28.74
3/30/2017 16:00:00,28.73
3/31/2017 16:00:00,28.91
4/3/2017 16:00:00,29.08
4/4/2017 16:00:00,28.92
4/5/2017 16:00:00,29.04
4/6/2017 16:00:00,29
4/7/2017 16:00:00,29.09
4/10/2017 16:00:00,29.17
4/11/2017 16:00:00,29.17
4/12/2017 16:00:00,29
4/13/2017 16:00:00,28.84
4/17/2017 16:00:00,29.05
4/18/2017 16:00:00,29.25
4/19/2017 16:00:00,29.39
4/20/2017 16:00:00,29.69
4/21/2017 16:00:00,29.59
4/24/2017 16:00:00,29.93
4/25/2017 16:00:00,30.33
4/26/2017 16:00:00,30.37
4/27/2017 16:00:00,30.76
4/28/2017 16:00:00,30.3
5/1/2017 16:00:00,30.9
5/2/2017 16:00:00,30.86
5/3/2017 16:00:00,30.58
5/4/2017 16:00:00,30.6
5/5/2017 16:00:00,30.93
5/8/2017 16:00:00,31.05
5/9/2017 16:00:00,31.7
5/10/2017 16:00:00,31.91
5/11/2017 16:00:00,31.95
5/12/2017 16:00:00,32.02
5/15/2017 16:00:00,32.34
5/16/2017 16:00:00,32.47
5/17/2017 16:00:00,31.47
5/18/2017 16:00:00,32.4
5/19/2017 16:00:00,32.63
5/22/2017 16:00:00,33.26
5/23/2017 16:00:00,33.51
5/24/2017 16:00:00,34.72
5/25/2017 16:00:00,35.33
5/26/2017 16:00:00,34.92
5/30/2017 16:00:00,35.02
5/31/2017 16:00:00,35.22
6/1/2017 16:00:00,35.82
6/2/2017 16:00:00,35.88
6/5/2017 16:00:00,36.19
6/6/2017 16:00:00,36.3
6/7/2017 16:00:00,36.24
6/8/2017 16:00:00,36.61
6/9/2017 16:00:00,35.23
6/12/2017 16:00:00,34.62
6/13/2017 16:00:00,35.12
6/14/2017 16:00:00,34.76
6/15/2017 16:00:00,34.73
6/16/2017 16:00:00,35.12
6/19/2017 16:00:00,35.86
6/20/2017 16:00:00,35.8
6/21/2017 16:00:00,36.18
6/22/2017 16:00:00,36.37
6/23/2017 16:00:00,36.62
6/26/2017 16:00:00,36.12
6/27/2017 16:00:00,35.32
6/28/2017 16:00:00,35.96
6/29/2017 16:00:00,35.21
6/30/2017 16:00:00,35.09
7/3/2017 16:00:00,34.79
7/5/2017 16:00:00,34.96
7/6/2017 16:00:00,34.43
7/7/2017 16:00:00,34.86
7/10/2017 16:00:00,35.17
7/11/2017 16:00:00,35.48
7/12/2017 16:00:00,36.3
7/13/2017 16:00:00,36.13
7/14/2017 16:00:00,36.35
7/17/2017 16:00:00,36.24
7/18/2017 16:00:00,36.92
7/19/2017 16:00:00,36.88
7/20/2017 16:00:00,37.05
7/21/2017 16:00:00,37.21
7/24/2017 16:00:00,37.57
7/25/2017 16:00:00,37.5
7/26/2017 16:00:00,37.49
7/27/2017 16:00:00,36.99
7/28/2017 16:00:00,37.17
7/31/2017 16:00:00,36.85
8/1/2017 16:00:00,37.19
8/2/2017 16:00:00,36.95
8/3/2017 16:00:00,37.18
8/4/2017 16:00:00,37.38
8/7/2017 16:00:00,38.12
8/8/2017 16:00:00,38.13
8/9/2017 16:00:00,37.87
8/10/2017 16:00:00,37.02
8/11/2017 16:00:00,37.51
8/14/2017 16:00:00,38.71
8/15/2017 16:00:00,38.37
8/16/2017 16:00:00,38.92
8/17/2017 16:00:00,38.35
8/18/2017 16:00:00,38.34
8/21/2017 16:00:00,38.26
8/22/2017 16:00:00,38.8
8/23/2017 16:00:00,39.01
8/24/2017 16:00:00,39.2
8/25/2017 16:00:00,39.17
8/28/2017 16:00:00,39.13
8/29/2017 16:00:00,39.58
8/30/2017 16:00:00,40.49
8/31/2017 16:00:00,41.2
9/1/2017 16:00:00,40.43
9/5/2017 16:00:00,39.92
9/6/2017 16:00:00,40.33
9/7/2017 16:00:00,40.38
9/8/2017 16:00:00,39.72
9/11/2017 16:00:00,40.36
9/12/2017 16:00:00,40.53
9/13/2017 16:00:00,40.17
9/14/2017 16:00:00,39.99
9/15/2017 16:00:00,40.54
9/18/2017 16:00:00,41.21
9/19/2017 16:00:00,41.06
9/20/2017 16:00:00,41.07
9/21/2017 16:00:00,40.64
9/22/2017 16:00:00,40.6
9/25/2017 16:00:00,39.64
9/26/2017 16:00:00,39.57
9/27/2017 16:00:00,40.38
9/28/2017 16:00:00,40.37
9/29/2017 16:00:00,40.66
10/2/2017 16:00:00,40.9
10/3/2017 16:00:00,40.98
10/4/2017 16:00:00,41.04
10/5/2017 16:00:00,41.57
10/6/2017 16:00:00,41.63
10/9/2017 16:00:00,41.5
10/10/2017 16:00:00,41.37
10/11/2017 16:00:00,41.44
10/12/2017 16:00:00,41.69
10/13/2017 16:00:00,41.71
10/16/2017 16:00:00,41.64
10/17/2017 16:00:00,41.66
10/18/2017 16:00:00,41.65
10/19/2017 16:00:00,41.39
10/20/2017 16:00:00,41.77
10/23/2017 16:00:00,41.33
10/24/2017 16:00:00,41.5
10/25/2017 16:00:00,41
10/26/2017 16:00:00,41.55
10/27/2017 16:00:00,42.52
10/30/2017 16:00:00,42.74
10/31/2017 16:00:00,43.2
11/1/2017 16:00:00,42.97
11/2/2017 16:00:00,42.78
11/3/2017 16:00:00,43.32
11/6/2017 16:00:00,43.5
11/7/2017 16:00:00,43.26
11/8/2017 16:00:00,43.43
11/9/2017 16:00:00,42.96
11/10/2017 16:00:00,42.99
11/13/2017 16:00:00,43.18
11/14/2017 16:00:00,42.93
11/15/2017 16:00:00,42.86
11/16/2017 16:00:00,43.69
11/17/2017 16:00:00,44.07
11/20/2017 16:00:00,44.42
11/21/2017 16:00:00,45.27
11/22/2017 16:00:00,45.36
11/24/2017 16:00:00,45.84
11/27/2017 16:00:00,46
11/28/2017 16:00:00,46.39
11/29/2017 16:00:00,45.2
11/30/2017 16:00:00,45.29
12/1/2017 16:00:00,45.32
12/4/2017 16:00:00,44.6
12/5/2017 16:00:00,44.33
12/6/2017 16:00:00,44.81
12/7/2017 16:00:00,45.45
12/8/2017 16:00:00,45.05
12/11/2017 16:00:00,46.03
12/12/2017 16:00:00,46.85
12/13/2017 16:00:00,47.15
12/14/2017 16:00:00,47.3
12/15/2017 16:00:00,48.3
12/18/2017 16:00:00,50.46
12/19/2017 16:00:00,49.37
12/20/2017 16:00:00,47.98
12/21/2017 16:00:00,47.06
12/22/2017 16:00:00,47.14
12/26/2017 16:00:00,47.72
12/27/2017 16:00:00,46.43
12/28/2017 16:00:00,46.16
12/29/2017 16:00:00,46.07
1/2/2018 16:00:00,47.51
1/3/2018 16:00:00,48
1/4/2018 16:00:00,47.99
1/5/2018 16:00:00,48.68
1/8/2018 16:00:00,48.85
1/9/2018 16:00:00,48.72
1/10/2018 16:00:00,48.49
1/11/2018 16:00:00,48.79
1/12/2018 16:00:00,49.1
